"12","Letter from Ethel Rosenberg to DDE","R.20.TypedletterfromEthelRosenbergtoDDE.June16,1953,thumbnail.png","This letter was written by Ethel Rosenberg to President Eisnehower from her jail cell while awaiting execution in Sing Sing prison.","PDF","R.20.TypedletterfromEthelRosenbergtoDDE.June16,1953,thumbnail.pdf","","","Original","June 16, 1953","Ethel Rosenberg","The Red Scare: Spies Among Us?; In Conclusion: Student Document Research","Presidency","Eisenhower Presidential Library","In Conclusion; Rosenbergs; letter; espionage; Red Scare Russians; spies; Los Alamos; Nuclear","DDE's Records as President, Official File, Box 354, OF-101-R Amnesty-Pardons, Rosenberg, Julius and Ethel (1); NAID #12166866","R.20"
"13","Memo, Pshychological Strategy Board","R.1.PsychologicalStrategyBoard,Jan.7,1953,thumbnail.png","This letter talks about the likelihood that the decision of executive clemency will not be completed by President Truman before his term ends, therefore transferring this decision to President-elect Eisenhower.","PDF","R.1.PsychologicalStrategyBoard,Jan.7,1953.pdf","","","Original","January 7, 1953","Edward M. O'Connor","The Red Scare: Spies Among Us?; In Conclusion: Student Document Research","Presidency","Eisenhower Presidential Library","In Conclusion; Rosenbergs; letter; espionage; Red Scare Russians; spies; Los Alamos; Nuclear","NSC Staff Papers, PSB Central Files Series, Box 26, PSB 383.4; NAID #12572003","R.1"
"14","Application for Executive Clemency","R.2.ApplicationforExecutiveClemency,January10,1953,thumbnail.png","This is the Rosenberg's application for executive clemency, which was denied by President Eisenhower. ","PDF","R.2.ApplicationforExecutiveClemency,January10,1953.pdf","","","Original","January 10, 1953","Julius and Ethel Rosenberg","The Red Scare: Spies Among Us?; In Conclusion: Student Document Research","Presidency","Eisenhower Presidential Library","In Conclusion; Rosenbergs; espionage; Red Scare Russians; spies; Los Alamos; Nuclear; executive clemency","DDE's Records as President, Official File, Box 354, OF-101-R Amnesty- Pardons, Rosenberg, Julius and Ethel (2); NAID #12451358","R.2"
"15","Letter from Herbert Brownell to DDE","R.3Letter,pages1-6of17.HerbertBrownelltoDDE.NoDate.thumbnail.png","These are the first six pages of a 17 page summary of the Rosenberg situation and opinion of commutation by the Attorney General, Herbert Brownell, to President Eisenhower. The full document can be found at the Eisenhower Presidential Library. ","PDF","R.3Letter,pages1-6of17.HerbertBrownelltoDDE.NoDate.pdf","","","Original","no date","Herbert Brownell","The Red Scare: Spies Among Us?; In Conclusion: Student Document Research","Presidency","Eisenhower Presidential Library","In Conclusion; Rosenbergs; letter; espionage; Red Scare Russians; spies; Los Alamos; Nuclear","DDE's Records as President, Official File, Box 354, OF-101-R Amnesty-Pardons, Rosenberg, Julius and Ethel (2); NAID #12451377","R.3"
"16","Overseas Reaction to Rosenberg Case","R.4.SummaryofOverseasReaction.Jan.16,1953,thumbnail.png","These are cover letters and a report of the overseas reaction to the Rosenberg case. ","PDF","R.4.SummaryofOverseasReaction.Jan.16,1953.pdf","","","Original","January 14, 15, 16, 1953","Alan Kirk, Mr. Bonbright, F. Bowens Evans","The Red Scare: Spies Among Us?; In Conclusion: Student Document Research","Presidency","Eisenhower Presidential Library","In Conclusion; Rosenbergs; espionage; Red Scare Russians; spies; Los Alamos; Nuclear","NSC Staff Papers, PSB Central Files Series, Box 26, PSB 383.4; NAID #12572004","R.4"
"17","The Decision that Changed the World","VD1.TheDecisionthatChangedtheWorld,thumbnail.png.png","As the Supreme Commander of Allied Forces during World War II, Dwight D. Eisenhower changed the course of history by launching the D‑Day invasion of France. Go inside this pivotal moment.","video","","","https://youtu.be/_qYcW3uU2jc","Combination","June 6, 2013","Eisenhower Memorial Commission","Primarily Omaha Beach","The General","Eisenhower Memorial Commission","World War II; D-Day; video","","VD 1"
"18","Waging Peace, 1953 Fighting To End All War","VD2.WagingPeace,1953FightingToEndAllWar,thumbnail.png","In the first year of his presidency Eisenhower delivered his renowned cry for the end to war: his 'A Chance for Peace' speech would be a pledge for a brighter future.","video","","","https://youtu.be/hXtxs-mhg9A","Combination","June 7, 2016","Eisenhower Memorial Commission","Advise the President: Project Solarium","Presidency","Eisenhower Memorial Commission","Chance for Peace; peace; waging peace; nuclear power; Speech; video","","VD 2"
"19","Winning the Presidency, 1952  Daring All For Our Country","VD3.WinningthePresidency,1952DaringAllForOurCountry,thumbnail.png","Eisenhower’s landslide victory in securing the presidency placed him at the forefront of one of the most challenging eras of US history, guiding the nation and the world through dangerous and unsettling times.","video","","","https://youtu.be/mqaGYCgT5q0","Combination","June 7, 2016","Eisenhower Memorial Commission","I Like Ike: An Election Icon","Presidency","Eisenhower Memorial Commission","President; Election; video","","VD 3"
"20","Space Race, 1958 Launching America's Era of Space Exploration","VD4.SpaceRace,1958LaunchingAmerica_sEraofSpaceExploration,thumbnail.png","Only months after the news of the Soviet Union’s first satellite launch Eisenhower put the first US Satellite into orbit, setting in motion the unprecedented feats NASA continues to achieve today.","video","","","https://youtu.be/8FVcwsVO9ys","Combination","June 7, 2016","Eisenhower Memorial Commission","Space Race","Presidency","Eisenhower Memorial Commission","Space Race; satellite; sputnik; NASA; video; rocket","","VD 4"
"21","Abilene to West Point, The Beginnings Of A Life In Service","VD5.AbilenetoWestPoint,TheBeginningsOfALifeInService,thumbnail.png","Eisenhower grew up in the small, rural town of Abilene, Kansas. At age 20, he left home to enroll at The United States Military Academy at West Point, enrolling in what would come to be 40 years of valued military service.","video","","","https://youtu.be/rQO_W1EJUX4","Combination","December 10, 2014","Eisenhower Memorial Commission","Little Ike Artifacts","West Point","Eisenhower Memorial Commission","West Point; Abilene; Army; video; Kansas; childhood; high school; college","","VD 5"
"22","D-Day, Order of the Day","AU1.OrderoftheDay,thumbnail.jpg","This order was issued by Gen. Dwight D. Eisenhower to encourage Allied soldiers taking part in the D-day invasion of June 6, 1944. The order was distributed to the 175,000-member expeditionary force on the eve of the invasion. ","audio","AU1.OrderoftheDay.mp3","","","Original","Recorded May 28, 1944 for broadcast June 5","Dwight D. Eisenhower, U.S. Army","Primarily Omaha Beach; In Conclusion: Student Document Research","The General","Eisenhower Presidential Library","Speech; D-Day; Order of the Day; World War II","Eisenhower Presidential Library","AU1"
"23","President Eisenhower Warns of a Military Industrial Complex in Farewell Address","AU2.PresidentEisenhowerWarnsofaMilitaryIndustrialComplex,thumbnail.jpg","Farewell address of U.S. President Dwight D. Eisenhower, rendered on 17 January 1961 in the Oval Office.","audio","AU2.FarewellAddress.mp3","","","Original","January 17, 1961","Dwight D. Eisenhower","In Conclusion: Student Document Research","Presidency","Eisenhower Presidential Library","Speech; Farewell Address; Military Industrial Complex","Eisenhower Presidential Library","AU2"
"24","Atoms for Peace","AU3.AtomsforPeace,thumbnail.jpg","President Dwight D. Eisenhower was determined to solve 'the fearful atomic dilemma' by finding some way by which 'the miraculous inventiveness of man' would not be dedicated to his death, but consecrated to his life. In his Atoms for Peace speech before the United Nations General Assembly on December 8, 1953, President Eisenhower sought to solve this terrible problem by suggesting a means to transform the atom from a scourge into a benefit for mankind. ","audio","AU3.AtomsforPeace.mp3","","","Original","December 8, 1953","Dwight D. Eisenhower","In Conclusion: Student Document Research","Presidency","IKEducation","Speech; Atoms for Peace; Nuclear; Cold War; Atomic","public domain via The Miller Center","AU3"
"25","Chance for Peace","AU4.ChanceforPeace,thumbnail.jpg","Eisenhower gives this speech before the American Society for Newspaper Editors, shortly after the death of Joseph Stalin. It is also known as the 'Cross of Iron' speech. The President contrasts the Soviet Union's post-World War II doctrine as one of force, while the United States pursued peace and cooperation in the world. He notes that the belligerence of the Soviet Union brought free nations together to avoid atomic war, and he challenges the new Soviet leadership to reject Stalin's style of governance.","audio","AU4.ChanceforPeace.mp3","","","Original","April 16, 1953","Dwight D. Eisenhower","In Conclusion: Student Document Research","Presidency","Eisenhower Presidential Library","Speech; Chance for Peace; Cross of Iron; Cold War; peace","Eisenhower Presidential Library","AU4"
"26","Republican National Convention","AU5.RepublicanNationalConvention,thumbnail.jpg","Eisenhower accepts the Republican nomination for President at the Cow Palace in San Francisco, California. The President calls the Republican Party, the party of the future, outlining its achievements and promises for the 1956 election. He also discusses three principles of peace the Republican Party and the administration use in foreign policy.","audio","AU5.RepublicanNationalConvention.mp3","","","Original","August 23, 1956","Dwight D. Eisenhower","In Conclusion: Student Document Research","Presidency","IKEducation","Speech; Republican National Convention; campaign; election; Republican","public domain via American Rhetoric","AU5"
"27","Clyde Porter present his dog to Dogs for Defense","2.02ClydePorterpresentshisdogJuniortoDogsforDefense.jpg","Clyde Porter presents his dog, Junior, to Dogs for Defense","image","2.02ClydePorterpresentshisdogJuniortoDogsforDefense.jpg","","","Original","c.1943","National Archives","Dogs for Defense","The General","IKEducation","Dogs for Defense; Dogs; World War II Kids; Home Front; World War II; Kids","","2.02"
"28","Screaming Eagle sholder sleeve patch","3.6ScreamingEaglepatch.png","The shoulder sleeve insignia was worn by the 101st Airborne Division during World War II. ","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/9f1199e7-b610-4a51-9138-3852327f5086/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Replica","c.1942","U.S. Army","Attic Artifacts: 101st Airborne","The General","IKEducation","101st Airborne; paratroopers; World War II; Attic Artifacts; D-Day; Insignia; patch","","3.06"
"29","Order of the Day for June 6, 1944","3.7OrderoftheDay.png","These encouraging words were written by Dwight D. Eisenhower and given to Allied soldiers on the eve of the D-Day invasion.","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/3604671a-42d0-4ad6-bd09-fecca731a9b0/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Replica","1944","Dwight D. Eisenhower","Attic Artifacts: 101st Airborne; Primarily Omaha Beach; In Conclusion: Student Document Research","The General","IKEducation","101st Airborne; paratroopers; World War II; Attic Artifacts; D-Day; Order of the Day","","3.07"
"30","American Paratroopers capture Nazi Flag","3.8AmericanParatrooperscaptureNaziflag.png","Replicated photo of American paratroopers on June 6, 1944. Among the first to make successful landings on the continent, James Flanagan (2nd Platoon, C Co, 1-502nd PIR) is holding a Nazi flag captured in a village assault. Location: Marmion Farm at Ravenoville, Utah Beach, France.","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/42279a86-dfba-4990-8016-c664e5820180/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Replica","June 6, 1944","U.S. Army","Attic Artifacts: 101st Airborne","The General","IKEducation","101st Airborne; paratroopers; World War II; Attic Artifacts; D-Day; Nazi flag","","3.08"
"31","Studio photo of Dick Ladd","3.09StudiophotoofDickLadd.png","Studio Photo of Dick Ladd H&H, S-2, 502 PIR. Circa early 1945.  The patch on his EM type overseas cap means he was in the Para Glide Infantry, and the light blue piping also designates him as infantry.  The blue ribbon in gold frame on his right chest is a Presidential Unit Citation.  He also wears a Combat Infantryman's Badge. His olive-brown blouse was used for dress occasions.  A Type 1 Screaming Eagle patch can be seen on his left shoulder. ","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/9e691aa4-e893-43f3-8fcb-8e72d3a94c10/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Replica","c. 1945","U.S. Army","Attic Artifacts: 101st Airborne","The General","IKEducation","101st Airborne; paratroopers; World War II; Attic Artifacts; D-Day; Dick Ladd","","3.09"
"32"," American soldier viewing bodies at Kaufering IV camp","3.10AmericansoldierviewingbodiesatKauferingIVcamp.png","Reproduction photo of American soldier viewing bodies at Kaufering IV camp, May 1, 1945. Quote on the back is from a soldier who helped liberate the camp. The Kaufering IV concentration camp was liberated by the 12th Armored Division of the U.S. Seventh Army on April 27, 1945 with help from soldiers in the 101st Airborne Division. Kaufering IV was one of 11 sub-camps of Dachau.","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/1128a1e7-49ea-4f92-a83a-0a5a56df1219/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Replica","May 1, 1945","U.S. Army","Attic Artifacts: 101st Airborne","The General","IKEducation","101st Airborne; paratroopers; World War II; Attic Artifacts; D-Day; Kaufering IV; Holocaust","","3.1"
"33","Post Card of Genereral Eisenhower addressing American paratoopers","3.11PostCardofGenereralEisenhowerwithAmericanparatoopers.png","Photo postcard of General Eisenhower addressing American paratroopers on the eve of D-Day, June 5, 1944. Eisenhower is meeting with US Co. E, 502nd Parachute Infantry Regiment (Strike) of the 101st Airborne Division. Photo taken at Greenham Common Airfield in England around 8:30 PM. 'Full Victory, Nothing Less' is from the Order of the Day that General Eisenhower gave to encourage soldiers as Operation Overlord commenced. Facsimile.","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/297d72e9-f0ff-4431-80c5-8127a701e43a/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Replica","June 5, 1944","U.S. Army","Attic Artifacts: 101st Airborne","The General","IKEducation","101st Airborne; paratroopers; World War II; Attic Artifacts; D-Day; Eisenhower","","3.11"
"34","Garrison Cap with ParaGlider patch","3.12GarrisonCapwithParaGliderpatch.png","Garrison Cap with ParaGlider patch.  Enlisted man, patch is 1944 or later version.","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/5ffa01c2-93f3-4af9-9b6d-dfc5c96fc690/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Original","c. 1944","U.S. Army","Attic Artifacts: 101st Airborne","The General","IKEducation","101st Airborne; paratroopers; World War II; Attic Artifacts; D-Day; paraglider; insignia; uniform; patch","","3.12"
"35","Airplane Spotter Playing Cards, World War II, suit of diamonds","4.03aAirplaneSpotterPlayingCards,diamonds.png","Airplane Spotter Playing Cards, World War II, suit of diamonds.  US Gaming System, Inc.  First issued in 1943. This facsimile features three silhouettes of a German plane on the face of each card, front view, side view and a view of the bottom of the aircraft as would be seen by a ground observer.","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/cf4aaa34-c032-4537-abdd-a9138a7cf563/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Replica","1943","U.S. Games Systems, Inc","Attic Artifacts: World War II Kids","The General","IKEducation","World War II; Kids; games; playing cards; spotter cards; Attic Artifacts; World War II Kids","","4.03a"
"36","Airplane Spotter Playing Cards, World War II, suit of clubs","4.03bAirplaneSpotterPlayingCards,clubs.png","Airplane Spotter Playing Cards, World War II, Allied and Axis, suit of clubs. U.S. Gaming Systems Inc.  First issued in 1943. This facsimile features three silhouettes of an Italian or Japanese plane in the face of each card, front view, side view and a view from the bottom of the aircraft as would be seen by a ground observer.","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/25a708f3-0b5c-4f33-a56c-2afa729dd118/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Replica","1943","U.S. Games Systems, Inc","Attic Artifacts: World War II Kids","The General","IKEducation","World War II; Kids; games; playing cards; spotter cards; Attic Artifacts; World War II Kids","","4.03b"
"37","Airplane Spotter Playing Cards, World War II, suit of spades","4.03cAirplaneSpotterPlayingCards,spades.png","","3D","","<script async src='https://api.cappasity.com/api/player/cappasity-ai'></script><iframe width='100%' height='600px' frameborder='0' allowfullscreen mozallowfullscreen='true' webkitallowfullscreen='true' style='border:0;' src='https://api.cappasity.com/api/player/190a1da2-bc66-4b5a-8baa-01e3b5b25133/embedded?autorun=0&closebutton=1&logo=1&analytics=1&uipadx=0&uipady=0&enablestoreurl=0&storeurl=&hidehints=0&autorotate=0&autorotatetime=10&autorotatedelay=2&autorotatedir=1&hidefullscreen=1&hideautorotateopt=1&hidesettingsbtn=0&enableimagezoom=1&zoomquality=1&hidezoomopt=0&arbutton=1' ></iframe>","","Replica","1943","U.S. Games Systems, Inc","Attic Artifacts: World War II Kids","The General","IKEducation","World War II; Kids; games; playing cards; spotter cards; Attic Artifacts; World War II Kids","","4.03c"
